year,issue,company,ticker,sponsorType,meanActivist,modeDistinct,resolution,desc,uID
2015,soc,"GILEAD SCIENCES, INC.",GILD,other,0.051,0,Review Drug Pricing or Distribution,Report on Specialty Drug Pricing Risks,RoBQ9AV7E
2015,env,"GILEAD SCIENCES, INC.",GILD,SRI fund,0.051,0,Report on Sustainability,Report on Sustainability,MQKxRB1ZG
2016,gg,"GILEAD SCIENCES, INC.",GILD,Individual,0.062,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,voYlgPBw8
2017,gg,"GILEAD SCIENCES, INC.",GILD,,0.085,0,Require Independent Board Chairman,Require Independent Board Chairman,rR9XrP1RE
2017,gg,"GILEAD SCIENCES, INC.",GILD,,0.085,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,qYV7YRXwG
2018,gg,"GILEAD SCIENCES, INC.",GILD,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,PZQro71q1
2018,gg,"GILEAD SCIENCES, INC.",GILD,Individual,0.0,-1,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,Q0Nn0O9R9
2016,gg,"PERNIX THERAPEUTICS HOLDINGS, INC.",PTX,fund,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,ZVWLvWGXv
2014,gg,THE GOODYEAR TIRE & RUBBER COMPANY,GT,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,vRNNm3D8
2015,gg,THE GOODYEAR TIRE & RUBBER COMPANY,GT,Individual,0.0,0,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement,xvonLjWll
2015,gg,THE GOODYEAR TIRE & RUBBER COMPANY,GT,Individual,0.0,1,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement for Certain Business Combinations,x2BqnwL8q
2015,gg,THE GOODYEAR TIRE & RUBBER COMPANY,GT,Individual,0.0,1,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement for Removal of Directors,wKA9Vv7ZM
2017,gg,THE GOODYEAR TIRE & RUBBER COMPANY,GT,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,6R92lnWA9
2010,gg,GRACO INC.,GGG,public pension,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,j6qOy7JW
2011,gg,GRACO INC.,GGG,,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,qLYDxJjG
2012,gg,GRACO INC.,GGG,public pension,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,rVRXmXAW
2018,no-esg,"GRAY TELEVISION, INC.",GTN,fund,0.0,0,Amend Articles/Bylaws/Charter -- Non-Routine.,Amend Bylaws,E9xVxO47g
2014,gg,"GRIFFIN INDUSTRIAL REALTY, INC.",GRIF,,0.0,0,Company-Specific -- Miscellaneous,Approve Griffin to Qualify as a REIT or MLP,lXA0lDW5
2014,gg,"GRIFFIN INDUSTRIAL REALTY, INC.",GRIF,,0.0,0,Company-Specific -- Miscellaneous,Approve Griffin to Qualify as a REIT or MLP,zQ0AD9wY
2014,no-esg,"GRIFFIN INDUSTRIAL REALTY, INC.",GRIF,,0.0,-1,Elect Directors (Opposition Slate),Elect Director Walter M. Schenker,gMk9EWzl
2014,no-esg,"GRIFFIN INDUSTRIAL REALTY, INC.",GRIF,,0.0,0,Elect Directors (Opposition Slate),Elect Director Christopher P. Haley,0D9r7jQG
2015,gg,CGI GROUP INC.,GIB,,0.0,0,Advisory Vote to Ratify Named Executive Officers' Compensation,SP 1: Advisory Vote on Senior Executive Compensation,DWA4wE66
2016,gg,CGI GROUP INC.,GIB,,0.0,0,Advisory Vote to Ratify Named Executive Officers' Compensation,SP 2: Advisory Vote to Ratify Named Executive Officers' Compensation,Q0vVAx77q
2016,no-esg,CGI GROUP INC.,GIB,,1.0,1,Proxy Voting Tabulation,"SP 1: Proxy Voting Disclosure, Confidentiality, and Tabulation",PZ6myGjRw
2017,no-esg,CGI GROUP INC.,GIB,,0.071,0,Proxy Voting Tabulation,SP 2: Approve Separate Disclosure of Voting Results by Classes of Shares,L8A6rzN1w
2017,gg,CGI GROUP INC.,GIB,,0.071,0,Advisory Vote to Ratify Named Executive Officers' Compensation,SP 1: Advisory Vote to Ratify Named Executive Officers' Compensation,MQo07rYqB
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Xu Xiaoming as Executive Director,PWQzB07n
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Guo Zhuxue as Executive Director,Qg76DYnY
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Shen Yi as Executive Director,Rj1PEZOR
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Li Liang as Executive Director,VnQ7L4A1
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Yu Zhiming as Executive Director,WoqQM5Lg
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Luo Qing as Executive Director,Xp5rNgLm
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Liu Xueheng as Independent Non-Executive Director,134GKg6j
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Liu Feiming as Independent Non-Executive Director,2DW7Lj8v
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Xu Ling as Supervisor,4GLzNl66
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Chen Shaohong as Supervisor,5KLROm7R
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Lu Minlin as Independent Non-Executive Director,Zr0zPk86
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Yu Zhiming as Executive Director,pL2kxRLV
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Luo Qing as Executive Director,qLZlyVLp
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Lu Minlin as Independent Non-Executive Director,vLZ8EYL5
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Liu Xueheng as Independent Non-Executive Director,w7rKGE78
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Liu Feiming as Independent Non-Executive Director,xL12JVLB
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Xu Ling as Supervisor,zYX7LBYy
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Li Liang as Executive Director,oXyjwvXX
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Chen Shaohong as Supervisor,AK1M0QKl
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Li Zhiming as Supervisor,B96Pk89Y
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Shen Yi as Executive Director,n6OgvY67
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Xu Xiaoming as Executive Director,lE72qvEM
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Guo Zhuxue as Executive Director,mNyYr2NG
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Company-Specific Board-Related,Remove Guo Zhuxue as Non-Independent Director,w7moJmQ8
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Company-Specific Board-Related,Remove Guo Zhuxue as Non-Independent Director,8K6GQ6Pm
2011,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Elect Li Wenxin as Non-Independent Director,gMpWNLvl
2012,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Company-Specific Board-Related,Approve Termination of Xu Xiaoming as Director,4GRANNlg
2012,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Company-Specific Board-Related,Approve Termination of Xu Xiaoming as Director,MWQkLjEO
2012,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Elect Sun Jing as Director,5K7o42nK
2014,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Company-Specific Board-Related,Approve Termination of Engagement of Li Wenxin as Director,K9ZPQrxR
2014,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Elect Wu Yong as Director,LWZmj9oj
2015,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,0.0,0,Company-Specific Board-Related,Approve Removal of Huang Xin as Director,0V9w3JvDL
2015,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,0.0,0,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Elect Chen Jianping as Director,gLxQMAY8l
2017,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Elect Liu Mengshu as Supervisor,jqvr05vEP
2017,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Elect Chen Shaohong as Supervisor,kZwvrBwGN
2017,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Elect Shen Jiancong as Supervisor,l5vw2XvJg
2017,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Elect Li Zhiming as Supervisor,mQ2xY82K9
2017,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Chen Song as Director,86on1pr72
2017,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Jia Jianmin as Director,9Qpo1qv78
2017,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Wang Yunting as Director,0V2NY5jyV
2017,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Chen Jianping as Director,6RmlXnpyL
2017,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Yu Zhiming as Director,59lkQmoxq
2017,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Sun Jing as Director,4RkjQlnwg
2017,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Luo Qing as Director,32jgQkmv4
2017,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Wu Yong as Director,1rYOWgkq0
2017,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Hu Lingling as Director,2vgPxjlrj
2017,no-esg,"GUANGSHEN RAILWAY CO., LTD.",GSH,,1.0,0,Company-Specific Board-Related,Approve Remuneration of the Board of Directors and Supervisory Committee,nrz2mOlGP
2018,no-esg,"GUANGSHEN RAILWAY CO., LTD.",525,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Guo Ji'an as Director,yr6BwrZj7
2018,no-esg,"GUANGSHEN RAILWAY CO., LTD.",525,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Chen Xiaomei as Director,zKBD6K1kY
2015,gg,"GUESS?, INC.",GES,other,0.0,0,Submit Severance Agreement (Change-in-Control) to Shareholder Vote,Submit Severance Agreement (Change-in-Control) to Shareholder Vote,W7WW1wp0o
2016,gg,"GUESS?, INC.",GES,other,0.0,0,Submit Severance Agreement (Change-in-Control) to Shareholder Vote,Submit Severance Agreement (Change-in-Control) to Shareholder Vote,wmnnxyEZJ
2017,gg,"GUESS?, INC.",GES,public pension,0.0,0,Submit Severance Agreement (Change-in-Control) to Shareholder Vote,Submit Severance Agreement (Change-in-Control) to Shareholder Vote,vommwvwk8
2018,gg,"GUESS, INC.",GES,public pension,0.0,0,Submit Severance Agreement (Change-in-Control) to Shareholder Vote,Submit Severance Agreement to Shareholder Vote,KZAAGD0Jl
2017,gg,HAEMONETICS CORPORATION,HAE,Individual,1.0,0,Reduce Supermajority Vote Requirement,Eliminate Supermajority Vote Requirement,jqAZ63mw5
2010,no-esg,HALLIBURTON COMPANY,HAL,Individual,0.037,0,Amend Articles/Bylaws/Charter -- Call Special Meetings,Amend Articles/Bylaws/Charter -- Call Special Meetings,vLl4L0QL
2010,gg,HALLIBURTON COMPANY,HAL,Individual,0.037,-1,Advisory Vote to Ratify Named Executive Officers' Compensation,Advisory Vote to Ratify Named Executive Officers' Compensation,rV6w16Dp
2010,soc,HALLIBURTON COMPANY,HAL,religious,0.0,0,Improve Human Rights Standards or Policies,Review and Assess Human Rights Policies,pLVlEwN6
2010,soc,HALLIBURTON COMPANY,HAL,SRI fund,0.037,0,Political Contributions Disclosure,Report on Political Contributions,qLO8XXWD
2011,soc,HALLIBURTON COMPANY,HAL,religious,0.0,0,Improve Human Rights Standards or Policies,Review and Assess Human Rights Policies,LWBz6grw
2011,soc,HALLIBURTON COMPANY,HAL,SRI fund,0.0,0,Political Contributions Disclosure,Report on Political Contributions,MWRBA6KB
2013,soc,HALLIBURTON COMPANY,HAL,public pension,0.022,0,Improve Human Rights Standards or Policies,Report on Human Rights Risk Assessment Process,j6JKvzB5
2014,no-esg,HALLIBURTON COMPANY,HAL,religious,0.0,0,Human Rights Risk Assessment,Report on Human Rights Risk Assessment Process,137q1zy3
2016,gg,"HALLMARK FINANCIAL SERVICES, INC.",HALL,fund,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,1r9yE9R9Z
2011,gg,MONSTER BEVERAGE CORPORATION,MNST,SRI fund,0.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,9YQO849P
2014,gg,MONSTER BEVERAGE CORPORATION,MNST,union,0.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,qLYD5Lmp
2014,soc,MONSTER BEVERAGE CORPORATION,MNST,public pension,0.0,0,Board Diversity,Adopt Policy and Report on Board Diversity,rV8YNELB
2016,gg,MONSTER BEVERAGE CORPORATION,MNST,union,0.038,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,l5p3XpBkl
2017,gg,MONSTER BEVERAGE CORPORATION,MNST,public pension,1.0,1,Adopt Proxy Access Right,Adopt Proxy Access Right,Q0OPwRlkq
2017,env,MONSTER BEVERAGE CORPORATION,MNST,fund,0.033,0,Report on Sustainability,"Report on Sustainability, Including Water Risks",RoKDZABXO
2018,soc,MONSTER BEVERAGE CORP.,MNST,Special Interest,0.0,0,Improve Human Rights Standards or Policies,Report on Human Trafficking and Forced Labor in Supply Chains,pQXlMOZEN
2016,gg,HARDINGE INC.,HDNG,Individual,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,W78ArG1q4
2010,gg,"HARLEY-DAVIDSON, INC.",HOG,Individual,1.0,0,Amend Vote Requirements to Amend Articles/Bylaws/Charter,Approve the Adoption of Simple Majority Vote,0DYKvxKV
2011,no-esg,"HARLEY-DAVIDSON, INC.",HOG,union,0.037,0,Death Benefits/Golden Coffins,Adopt a Policy in which the Company will not Make or Promise to Make Any Death Benefit Payments to Senior Executives without Shareholder Approval,qLrKN5PG
2014,gg,"HARLEY-DAVIDSON, INC.",HOG,union,0.042,-1,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,2DvOXkAP
2009,gg,HARRIS CORPORATION,HRS,public pension,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,1E2gRZE0
2010,gg,HARRIS CORPORATION,HRS,,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,MNMRkvZO
2011,gg,HARRIS CORPORATION,HRS,,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,vRNWXn18
2010,no-esg,"THE HARTFORD FINANCIAL SERVICES GROUP, INC.",HIG,other,1.0,1,Reimburse Proxy Contest Expenses,Reimburse Proxy Contest Expenses,KzMNJ5lz
2013,env,"HASBRO, INC.",HAS,public pension,0.0,0,Report on Sustainability,Require Suppliers to Publish Sustainability Report,kXAL1vjN
2015,no-esg,"HASBRO, INC.",HAS,company,0.0,0,Double Trigger on Equity Plans,Limit Accelerated Vesting of Equity Awards Upon a Change in Control,pQBQBB2Mp
2015,no-esg,"HASBRO, INC.",HAS,Special Interest,0.0,0,Stock Retention/Holding Period,Adopt Share Retention Policy For Senior Executives,oQ7zDEQzA
2018,no-esg,"HASBRO, INC.",HAS,fund,0.0,0,Clawback of Incentive Payments,Clawback of Incentive Payments,L8nLk0zww
2012,gg,"HEALTHCARE SERVICES GROUP, INC.",HCSG,fund,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,NW9p0n9p
2013,gg,"HEALTHCARE SERVICES GROUP, INC.",HCSG,,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,K9ZmmWxG
2013,gg,"HEALTHCARE SERVICES GROUP, INC.",HCSG,other,1.0,0,Require Independent Board Chairman,Require Independent Board Chairman,RkRRPNkL
2014,gg,"HEALTHCARE SERVICES GROUP, INC.",HCSG,fund,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,2DvOrxlJ
2014,gg,"HEALTHCARE SERVICES GROUP, INC.",HCSG,other,1.0,0,Require Independent Board Chairman,Require Independent Board Chairman,3E44KZjR
2010,gg,"HCP, INC.",HCP,union,0.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,XpokjorA
2013,env,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,SRI fund,0.111,0,Report on Sustainability,Report on Sustainability,n6Ek1yJW
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Amend articles/bylaws/charter -- Filling Vacancies,Revoke Consent to Amend Articles-- Filling Vacancies,qL7kplB3
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Amend articles/bylaws/charter -- Filling Vacancies,Consent to Amend Articles-- Filling Vacancies,kX80jrvY
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Consent to Fix Number of Directors,n6rLQvjD
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Consent to Elect Director Peter Urbanowicz,3V2kRzO4
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Consent to Elect Director Steven Shulman,2Dvj4yOj
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Consent to Elect Director John McCarty,ZrVkOAp2
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Revoke Consent to Elect Director Stephen Guillard,oXQMR36N
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Revoke Consent to Elect Director Kirk Gorman,n6rLQ2ND
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Revoke Consent to Elect Director Steven Epstein,mNQKR1MA
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Revoke Consent to Elect Director Mary Taylor Behrens,vLoWqErV
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Revoke Consent to Elect Director John McCarty,pLQNw4Xr
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Consent to Elect Director JoAnn Reed,13rg10Q0
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Revoke Consent to Elect Director Joann Reed,qLYORgDR
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Revoke Consent to Elect Director Peter Urbanowicz,lE5JQZD7
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Consent to Elect Director Stephen Guillard,Yqvjpz0O
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Consent to Elect Director Kirk Gorman,Xpogxyn8
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Consent to Elect Director Steven Epstein,Wo75Oxm4
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Consent to Elect Director Mary Taylor Behrens,mNQKRrgA
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Revoke Consent to Elect Director Steven Shulman,rVRPZjXk
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company-Specific Board-Related,Revoke Consent to Fix Number of Directors,w7mX9GvJ
2013,gg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company Specific-Governance Related,Revoke Consent to Provide Advance Notice,pLX0JEZX
2013,gg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company Specific-Governance Related,"Revoke Consent to Repeal any Bylaw Amendments filed with the SEC on December 7, 2010 made after December 7, 2010 and on or prior to the effectiveness of this Consent Solicitation",n6NpEBRY
2013,gg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company Specific-Governance Related,Consent to Provide Advance Notice,j6OlzxYB
2013,gg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Company Specific-Governance Related,"Consent to Repeal any Bylaw Amendments filed with the SEC on December 7, 2010 made after December 7, 2010 and on or prior to the effectiveness of this Consent Solicitation",gMQgwrpD
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Remove Existing Directors,Revoke Consent to Remove Existing Director Vicki A. O'Meara,8K6gLVmm
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Remove Existing Directors,"Revoke Consent to Remove Each Member of the Board, if any, Appointed to Board to Fill Any Vacancy or Newly-Created Directorship since the Election of Directors at the Company's 2013 Annual Meeting and Immediately prior to the Effectiveness of Items 14-21",lE5041K5
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Remove Existing Directors,Revoke Consent to Remove Existing Director Randolph W. Westerfield,0DVMzK4v
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Remove Existing Directors,"Revoke Consent to Remove Existing Director William C. Steere, Jr.",9YQjMWnx
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Remove Existing Directors,Revoke Consent to Remove Existing Director Robert A. Knox,7VLMKRlj
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Remove Existing Directors,Revoke Consent to Remove Existing Director Donald E. Kiernan,6KRMJQkn
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Remove Existing Directors,Revoke Consent to Remove Existing Director Kent P. Dauten,4GR20Og1
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Remove Existing Directors,Revoke Consent to Remove Existing Director Gary D. Newsome,3V23DN7M
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Remove Existing Directors,Revoke Consent to Remove Existing Director William J. Schoen,rVRp4DYK
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Remove Existing Directors,Revoke Consent to Remove Existing Director Pascal J. Goldschmidt,5K9MGPjB
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Remove Existing Directors,"Consent to Remove Each Member of the Board, if any, Appointed to Board to Fill Any Vacancy or Newly-Created Directorship since the Election of Directors at the Company's 2013 Annual Meeting and Immediately prior to the Effectiveness of Items 14-21",NW9GAJZz
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Remove Existing Directors,Consent to Remove Existing Director Randolph W. Westerfield,K9ZGxDWn
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Remove Existing Directors,"Consent to Remove Existing Director William C. Steere, Jr.",JWq1wBVo
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Remove Existing Directors,Consent to Remove Existing Director Vicki A. O'Meara,GW5Aq0P0
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Remove Existing Directors,Consent to Remove Existing Director Robert A. Knox,EW9yowNk
2013,no-esg,"HEALTH MANAGEMENT ASSOCIATES, INC.",HMA,,0.0,-1,Remove Existing Directors,Consent to Remove Existing Director Pascal J. Goldschmidt,B9Lv0qKJ
