year,issue,company,ticker,sponsorType,meanActivist,modeDistinct,resolution,desc,uID,sponsor
2011,gg,"DELTA AIR LINES, INC.",DAL,Individual,0.0,0,Restore or Provide for Cumulative Voting,Provide for Cumulative Voting,8KqwJrD5,"Davis, Evelyn Y."
2011,gg,DELL TECHNOLOGIES INC.,DVMT,other,0.125,0,Require Independent Board Chairman,Require Independent Board Chairman,rBJPKA8K,David and Annette Jorgensen Revocable Trust
2011,gg,DELL TECHNOLOGIES INC.,DVMT,Individual,0.875,1,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,vLlPzDqm,"McRitchie, Jim"
2011,soc,DELL TECHNOLOGIES INC.,DVMT,,0.0,0,Approve Allocation of Income/Distribution Policy,Approve Declaration of Dividends,w2MD9l01,"Linda Bush,"
2011,gg,"CONSTELLATION BRANDS, INC.",STZ,,0.833,1,Company Specific-Governance Related,Request that the Board Adopt a Plan for All Stock to Have One Vote Per Share,j6OljPRB,Mr. Kenneth Steiner
2011,gg,ENERSYS,ENS,,0.0,-1,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,w7mZVNkw,California State Teachers Retirement System
2011,env,THE J. M. SMUCKER COMPANY,SJM,,0.143,0,Report on Sustainability,Prepare Sustainability Report,j6zKKryY,"Trillium Asset Management, LLC"
2011,env,"BOB EVANS FARMS, INC.",BOBE,Individual,0.0,0,Animal Welfare,Adopt Cage-Free Eggs Purchasing Policy,r7Zpk9v6,Brook Dubman
2011,gg,AMERCO,UHAL,,1.0,-1,Company Specific-Governance Related,Allow Shareholder Proposals Requesting Ratification of Decisions and Actions Taken by the Board,n6Np0K1p,Unkown
2011,gg,99 (CENTS) ONLY STORES,NDN,,0.2,0,Require Independent Board Chairman,Require Independent Lead Director,Kz0PWlJn,NOT DISCLOSED
2011,gg,"SMITHFIELD FOODS, INC.",SFD,,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,B9gM5YjJ,California Public Employees' Retirement System (CalPERS)
2011,soc,FEDEX CORPORATION,FDX,public pension,0.143,0,Political Contributions Disclosure,Report on Political Contributions,y2ZkW3WP,New York City Pension Funds
2011,gg,FEDEX CORPORATION,FDX,,0.143,0,Require Independent Board Chairman,Require Independent Board Chairman,w2OXYLmX,International Brotherhood of Teamsters
2011,gg,THE PROCTER & GAMBLE COMPANY,PG,Individual,0.091,0,Restore or Provide for Cumulative Voting,Provide for Cumulative Voting,j62GDRrW,"Davis, Evelyn Y."
2011,env,THE PROCTER & GAMBLE COMPANY,PG,Special Interest,0.0,0,Animal Testing,Phase Out Use of Laboratory Animals in Pet Food Product Testing,kMQVvq05,People for the Ethical Treatment of Animals
2011,soc,THE PROCTER & GAMBLE COMPANY,PG,SRI fund,0.091,0,Political Contributions Disclosure,Report on Political Contributions and Provide Advisory Vote,lEJ6Wr8j,Northstar Asset Management
2011,gg,PARKER-HANNIFIN CORPORATION,PH,,0.125,0,Require Independent Board Chairman,Require Independent Board Chairman,Zv3kl3y5,Norges Bank Investment Management
2011,soc,THE HILLSHIRE BRANDS COMPANY,HSH,fund,0.125,0,Political Contributions Disclosure,Report on Political Contributions,7VoJqo7j,The International Brotherhood of Teamsters General Fund
2011,gg,HARRIS CORPORATION,HRS,,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,vRNWXn18,Norges Bank (the Central Bank of Norway)
2011,gg,"CARDINAL HEALTH, INC.",CAH,,0.125,0,Require Independent Board Chairman,Require Independent Board Chairman,pBENOJy6,Norges Bank Investment Management
2011,env,ARCHER-DANIELS-MIDLAND COMPANY,ADM,other,0.143,0,Community- Environmental Impact,Adopt and Implement Sustainable Palm Oil Policy,8K4JR105,Nathan Cummings Foundation
2011,soc,ARCHER-DANIELS-MIDLAND COMPANY,ADM,,0.0,0,Political Contributions Disclosure,Adopt Policy to Prohibit Political Spending,XpgVBjR8,"Bogda, Marie"
2011,soc,ARCHER-DANIELS-MIDLAND COMPANY,ADM,,0.143,0,Political Contributions Disclosure,Report on Political Contributions,YqjXDkRO,"Bogda, Marie"
2011,env,MICROSOFT CORPORATION,MSFT,SRI fund,0.1,0,Establish Other Governance Board Committee,Amend Bylaws to Establish a Board Committee on Environmental Sustainability,kX5AVVD6,Harrington Investments
2011,gg,THE CLOROX COMPANY,CLX,,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,Zv3kl532,NOT DISCLOSED
2011,soc,"CISCO SYSTEMS, INC.",CSCO,SRI fund,0.091,0,"Data Security, Privacy, and Internet Issues",Report on Internet Fragmentation,mN083vRp,Domini Social Investments
2011,env,"CISCO SYSTEMS, INC.",CSCO,SRI fund,0.091,0,Establish Other Governance Board Committee,Amend Bylaws to Establish a Board Committee on Environmental Sustainability,lEOBV9r7,Harrington Investments
2012,gg,"MODUSLINK GLOBAL SOLUTIONS, INC.",MLNK,,0.0,-1,Declassify the Board of Directors,Declassify the Board of Directors,6K6wZKNn,Peerless
2012,env,MONSANTO COMPANY,MON,SRI fund,0.1,0,Genetically Modified Organisms (GMO),Report on Risk of Genetically Engineered Products,n6wZOWOE,Harrington Investments
2012,gg,JOHNSON CONTROLS INTERNATIONAL PLC,JCI,Individual,0.833,0,Declassify the Board of Directors,Declassify the Board of Directors,GWZk4KVL,"Cohen, Jack"
2012,gg,OSHKOSH CORPORATION,OSK,other,0.0,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,5KQ2g6NR,Unknown
2012,gg,"BECTON, DICKINSON AND COMPANY",BDX,,0.0,0,Restore or Provide for Cumulative Voting,Provide for Cumulative Voting,NWxZ4qBL,Evelyn Y. Davis
2012,env,EMERSON ELECTRIC CO.,EMR,SRI fund,0.125,0,Report on Sustainability,Report on Sustainability,Zr2n9MW8,Walden Asset Management
2012,gg,EMERSON ELECTRIC CO.,EMR,public pension,0.875,0,Declassify the Board of Directors,Declassify the Board of Directors,13joR7kV,"American Federation of State, County and Municipal Employees Pension Plan"
2012,gg,APPLE INC.,AAPL,public pension,0.111,-1,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,PWZrj3wn,California Public Employees' Retirement System
2012,gg,APPLE INC.,AAPL,,0.0,0,Non-Employee Director Compensation,Advisory Vote to Ratify Directors' Compensation,NWRmBl58,James McRitchie
2012,soc,APPLE INC.,AAPL,,0.0,0,Anti-Social Proposal,Prepare Conflict of Interest Report,MB8zQ231,National Center for Public Policy Research
2012,gg,"WGL HOLDINGS, INC.",WGL,Individual,0.0,0,Restore or Provide for Cumulative Voting,Provide for Cumulative Voting,rV0QOjoE,"Davis, Evelyn Y."
2012,gg,"WHOLE FOODS MARKET, INC.",WFM,other,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,y70ZQ4Mw,Unknown
2012,gg,"F5 NETWORKS, INC.",FFIV,public pension,0.125,-1,Declassify the Board of Directors,Declassify the Board of Directors,13joRNX0,Illinois State Board of Investment
2012,soc,STARBUCKS CORPORATION,SBUX,Individual,0.167,0,Establish Other Governance Board Committee,Amend Bylaws to Establish a Board Committee on Environmental Sustainability,7V6gw1r8,"Harrington, John"
2012,gg,THE BANK OF NEW YORK MELLON CORPORATION,BK,fund,0.125,0,Require Independent Board Chairman,Require Independent Board Chairman,pBEEwkLy,Trowel Trades S&P 500 Index Fund
2012,gg,THE BANK OF NEW YORK MELLON CORPORATION,BK,Individual,0.125,0,Restore or Provide for Cumulative Voting,Restore or Provide for Cumulative Voting,qLjPzXMk,"Davis, Evelyn Y."
2012,env,LENNAR CORPORATION,LEN,fund,0.0,0,Energy Efficiency,Assess Energy Use and Establish Reduction Targets,EWzwL71W,"Central Laborers Pension, Welfare & Annuity Fund"
2012,gg,ZTE CORPORATION,,,1.0,0,Miscellaneous -- Equity Related,Approve  Company's Fulfillment of Conditions for Bond Issue,ZrmPrjgE,Shareholder
2012,gg,ZTE CORPORATION,,,1.0,0,Miscellaneous -- Equity Related,Approve Proposed Issue of Bonds,13BK3RMo,Shareholder
2012,gg,ZTE CORPORATION,,,1.0,0,Miscellaneous -- Equity Related,Approve Mandate for the Board to Deal with Matters Pertaining to the Bond Issue with Full Discretion,2D1LDVXP,Shareholder
2012,soc,CARNIVAL CORPORATION,CCL,Individual,0.857,1,Political Contributions Disclosure,Report on Political Contributions,GWLKkLBy,"Kurte, Robert"
2012,gg,MOODY'S CORPORATION,MCO,other,0.111,-1,Declassify the Board of Directors,Declassify the Board of Directors,K9Oo4KPG,Nathan Cummings Foundation
2012,gg,ELI LILLY AND COMPANY,LLY,,0.1,0,Company Specific-Governance Related,Adopt Policy for Engagement With Proponents of Shareholder Proposals Supported by a Majority Vote,pLX057XN,Rebecca H. Brown
2012,env,ELI LILLY AND COMPANY,LLY,Special Interest,0.1,0,Animal Testing,Report on Research Animal Care and Promotion of Testing Alternatives,q8RX3YZG,People for the Ethical Treatment of Animals
2012,gg,CITIGROUP INC.,C,public pension,0.125,0,Company Specific-Governance Related,"Require Audit Committee Review and Report on Controls Related to Loans, Foreclosure and Securitizations",rVMw4BX2,New York City Pension Funds
2012,soc,CITIGROUP INC.,C,public pension,0.125,0,Political Contributions Disclosure,Report on Political Contributions and Lobbying Expenditures,pLNVpQ4r,"Firefighters' Pension System of the City of Kansas City, Missouri"
2012,gg,NORTHERN TRUST CORPORATION,NTRS,other,0.125,0,Require Independent Board Chairman,Require Independent Board Chairman,rBJPyyGp,David and Annette Jorgensen Revocable Trust
2012,soc,CITIGROUP INC.,C,Individual,0.0,0,Disclose Prior Government Service,Disclose Prior Government Service,oXMA788k,"Davis, Evelyn Y."
2012,gg,EQT CORPORATION,EQT,public pension,0.0,-1,Declassify the Board of Directors,Declassify the Board of Directors,mNwzJKXR,Ohio Public Employees Retirement System
2012,gg,"COMMERCE BANCSHARES, INC.",CBSH,,0.0,0,Declassify the Board of Directors,Declassify the Board of Directors,O67v3gpR,Gerald Armstrong
2012,env,"C. R. BARD, INC.",BCR,SRI fund,1.0,1,Report on Sustainability,Prepare Sustainability Report,O6NDppvY,Walden Asset Management
2012,gg,THE SHERWIN-WILLIAMS COMPANY,SHW,union,0.833,1,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,oXQ7jJZk,United Brotherhood of Carpenters Pension Fund
2012,gg,"PEOPLE'S UNITED FINANCIAL, INC.",PBCT,public pension,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,j62wDGjB,North Carolina Department of State Treasurer
2012,env,BIGLARI HOLDINGS INC.,BH,Special Interest,0.0,0,Animal Welfare,Adopt Cage-Free Eggs Purchasing Policy,171MjxDP,Humane Society of the United States
2012,gg,GRACO INC.,GGG,public pension,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,rVRXmXAW,California Public Employees' Retirement System
2012,gg,KELLOGG COMPANY,K,public pension,0.167,0,Declassify the Board of Directors,Declassify the Board of Directors,MWjq40Pm,North Carolina Department of State Treasurer
2012,gg,KELLOGG COMPANY,K,Individual,0.833,1,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement,NWEpp0n2,"McRitchie, Jim"
2012,env,SEABOARD CORPORATION,SEB,Special Interest,0.0,0,Animal Welfare,Animal Welfare,JXD1ZpR2,Humane Society of the United States
2012,soc,HONEYWELL INTERNATIONAL INC.,HON,,0.1,0,Political Contributions Disclosure,Report on Political Contributions,pLNVpkAr,United for a Fair Economy/Resp. Wealth
2012,gg,"FIRST CITIZENS BANCSHARES, INC.",FCNCA,,0.0,0,Restore or Provide for Cumulative Voting,Restore or Provide for Cumulative Voting,Vnm83MmX,Gerald Armstrong
2012,gg,HONEYWELL INTERNATIONAL INC.,HON,Individual,0.1,0,Require Independent Board Chairman,Require Independent Board Chairman,o8DDRVv3,"Chevedden, John"
2012,gg,PACCAR INC,PCAR,union,0.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,n6r8gGR7,Sheet Metal Workers
2012,gg,PACCAR INC,PCAR,public pension,0.857,1,Declassify the Board of Directors,Declassify the Board of Directors,pLgDMNGV,North Carolina Department of State Treasurer
2012,gg,PACCAR INC,PCAR,Individual,0.857,1,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement,oXv77ZqX,"Chevedden, John"
2012,soc,"PRAXAIR, INC.",PX,SRI fund,0.0,0,Political Contributions Disclosure,Adopt Proxy Statement Reporting on Political Contributions and Advisory Vote,w7XgzZ8m,Northstar Asset Management
2012,gg,FMC CORPORATION,FMC,other,0.167,-1,Declassify the Board of Directors,Declassify the Board of Directors,w7jNJn0r,Nathan Cummings Foundation
2012,gg,UNITED STATES STEEL CORPORATION,X,public pension,0.857,0,Declassify the Board of Directors,Declassify the Board of Directors,Zr4K7VZg,North Carolina Department of State Treasurer
2012,env,AMEREN CORPORATION,AEE,Special Interest,0.125,0,Renewable Energy,Report on Financial Risks of Coal Reliance,pLJvEzpX,As You Sow Foundation
2012,env,AMEREN CORPORATION,AEE,Special Interest,0.125,0,Renewable Energy,Report on Energy Efficiency and Renewable Energy Programs,qLK0G2qD,As You Sow Foundation
2012,env,AMEREN CORPORATION,AEE,,0.125,0,Community- Environmental Impact,Report on Coal Combustion Waste Hazard and Risk Mitigation Efforts,oXL5GX5X,Midwest Coalition for Responsible Investment
2012,soc,INTERNATIONAL BUSINESS MACHINES CORPORATION,IBM,religious,0.091,0,Political Contributions Disclosure,Report on Lobbying Expenses,AKBOz8Dz,Mercy Investment Services
2012,soc,INTERNATIONAL BUSINESS MACHINES CORPORATION,IBM,religious,0.091,0,Political Contributions Disclosure,Report on Political Contributions,zY1lDqp8,Mercy Investment Services
2012,gg,BB&T CORPORATION,BBT,,1.0,1,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,zYK97lD5,United Brotherhood of Carpenters Pension Fund
2012,soc,BB&T CORPORATION,BBT,union,0.143,0,Political Contributions Disclosure,Report on Political Contributions,y2ZkB93w,Massachusetts Laborers' Pension Fund
2012,gg,WELLS FARGO & COMPANY,WFC,,0.1,0,Restore or Provide for Cumulative Voting,Provide for Cumulative Voting,K9OW3kZr,The Trowel Trades S&P 500 Index Fund
2012,soc,THE CHUBB CORPORATION,HUB,SRI fund,0.0,0,Political Contributions Disclosure,Adopt Proxy Statement Reporting on Political Contributions and Advisory Vote,NWV1gpnm,Northstar Asset Management
2012,gg,WELLS FARGO & COMPANY,WFC,Individual,0.1,0,Require Independent Board Chairman,Require Independent Board Chairman,JzJJDNNl,"Armstrong, Gerald"
2012,gg,WELLS FARGO & COMPANY,WFC,,0.1,0,Company Specific-Governance Related,"Require Audit Committee Review and Report on Controls Related to Loans, Foreclosure and Securitizations",MW5pzgDA,The New York City Employees? Retirement System
2012,gg,VF CORPORATION,VFC,other,0.0,-1,Declassify the Board of Directors,Declassify the Board of Directors,mNwzv0jr,Nathan Cummings Foundation
2012,gg,GENERAL ELECTRIC COMPANY,GE,,0.111,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,K91JvN5x,Mr. Kenneth Steiner
2012,gg,GENERAL ELECTRIC COMPANY,GE,,0.111,0,Restore or Provide for Cumulative Voting,Provide for Cumulative Voting,EWlN371l,Mrs. Evelyn Y. Davis
2012,gg,GENERAL ELECTRIC COMPANY,GE,Individual,0.111,0,Require Independent Board Chairman,Require Independent Board Chairman,JzJJDNKK,"Steiner, William"
2012,gg,S&P GLOBAL INC.,SPGI,,0.0,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,qL7KmN40,Mr. Kenneth Steiner
2012,gg,ENERGEN CORPORATION,EGN,,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,3VlqLpDr,John C. Liu
2012,env,"DOMINO'S PIZZA, INC.",DPZ,Special Interest,0.0,0,Animal Welfare,Report on Gestation Crate-Free Pork Purchasing Policy,171MjJlj,Humane Society of the United States
2012,gg,E. I. DU PONT DE NEMOURS AND COMPANY,DD,union,0.111,0,Report on Pay Disparity,Report on Pay Disparity,qL9ZVo17,International Brotherhood of Du Pont Workers
2012,gg,E. I. DU PONT DE NEMOURS AND COMPANY,DD,,0.111,0,Require Independent Board Chairman,Require Independent Board Chairman,pBEEw9w2,William Steiner
2012,env,GENERAL ELECTRIC COMPANY,GE,,0.0,0,Nuclear Power - Related,Phase Out Nuclear Activities,GWjxMmo8,GE Stockholders' Alliance Against Nuclear Power
2012,soc,PFIZER INC.,PFE,Individual,0.0,0,Political Contributions Disclosure,Publish Political Contributions,qLO8q24p,"Davis, Evelyn Y."
2012,gg,PFIZER INC.,PFE,,0.0,0,Non-Employee Director Compensation,Non-Employee Director Compensation,w7lDqAEm,Ray T. Chevedden
2012,gg,PFIZER INC.,PFE,,0.1,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,rV8LnrRW,William Steiner
2012,gg,LOCKHEED MARTIN CORPORATION,LMT,other,0.143,0,Require Independent Board Chairman,Require Independent Board Chairman,AWwwqMnz,David and Annette Jorgensen Revocable Trust
2012,gg,"LEXMARK INTERNATIONAL, INC.",LXK,public pension,0.8,0,Declassify the Board of Directors,Declassify the Board of Directors,MWjq397P,North Carolina Department of State Treasurer
2012,gg,JOHNSON & JOHNSON,JNJ,other,0.091,0,Require Independent Board Chairman,Require Independent Board Chairman,n7BBQGZ4,David and Annette Jorgensen Revocable Trust
2012,soc,JOHNSON & JOHNSON,JNJ,Individual,0.0,0,Political Contributions Disclosure,Require Shareholder Vote to Approve Political Contributions,oXMJo7lL,"Mackie, James"
2012,gg,EDISON INTERNATIONAL,EIX,other,0.143,0,Require Independent Board Chairman,Require Independent Board Chairman,D6zzNwkn,Unknown
2012,gg,SNAP-ON INCORPORATED,SNA,public pension,0.833,0,Declassify the Board of Directors,Declassify the Board of Directors,4G8rMQB2,North Carolina Department of State Treasurer
2012,gg,"JANUS CAPITAL GROUP, INC.",JNS,other,0.2,0,Require Independent Board Chairman,Require Independent Board Chairman,9Gll6L7z,David and Annette Jorgensen Revocable Trust
2012,gg,"BOSTON PRIVATE FINANCIAL HOLDINGS, INC.",BPFH,,1.0,0,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement,gMx66ME9,Gerald Armstrong
2012,env,JOHNSON & JOHNSON,JNJ,Special Interest,0.091,0,Animal Testing,Adopt Animal-Free Training Methods,pVw637xN,People for the Ethical Treatment of Animals
2012,gg,"BAKER HUGHES, A GE COMPANY, LLC",BHGE,union,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,mNQGY7J9,United Brotherhood of Carpenters Pension Fund
2012,env,"ARCH COAL, INC.",ARCH,,0.0,0,Community- Environmental Impact,Report on Appalachian Mining Environmental and Health Hazard Reduction Efforts,PW4xOAE2,Catholic Healthcare East
2012,gg,"FLIR SYSTEMS, INC.",FLIR,other,0.0,-1,Declassify the Board of Directors,Declassify the Board of Directors,lEOyrpo5,Nathan Cummings Foundation
2012,env,ABBOTT LABORATORIES,ABT,Special Interest,0.1,0,Animal Testing,Report on Research Animal Care and Promotion of Testing Alternatives,yklO3mQW,People for the Ethical Treatment of Animals
2012,gg,"FLIR SYSTEMS, INC.",FLIR,union,0.857,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,mNQGYgrO,Sheet Metal Workers
2012,soc,ABBOTT LABORATORIES,ABT,public pension,0.1,0,Political Contributions Disclosure,Report on Lobbying Payments and Policy,zY1lDnOy,"American Federation of State, County and Municipal Employees Pension Plan"
2012,gg,AT&T INC.,T,Individual,0.091,0,Require Independent Board Chairman,Require Independent Board Chairman,Kz00X1mR,"Steiner, Kenneth"
2012,soc,AT&T INC.,T,SRI fund,0.0,0,"Data Security, Privacy, and Internet Issues",Commit to Wireless Network Neutrality,JWKzmv0P,Trillium Asset Management
2012,gg,ABBOTT LABORATORIES,ABT,religious,0.1,0,Require Independent Board Chairman,Require Independent Board Chairman,AWwwqMQ7,Interfaith Center on Corporate Responsibility
2012,soc,AT&T INC.,T,SRI fund,0.909,1,Political Contributions Disclosure,Report on Political Contributions,GWLKJMjr,Domini Social Investments
2012,env,CLECO CORPORATION,CNL,SRI fund,1.0,1,Report on Sustainability,Prepare Sustainability Report,vLPv6v98,Green Century Capital Management
2012,env,"MOTOROLA SOLUTIONS, INC.",MSI,public pension,0.125,0,Report on Sustainability,Encourage Suppliers to Produce Sustainability Reports,Yq1mDYWp,New York City Pension Funds
2012,gg,THE BOEING COMPANY,BA,other,0.125,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,K91Jv4qM,Unknown
2012,gg,AMERICAN EXPRESS COMPANY,AXP,public pension,0.143,0,Require Independent Board Chairman,Require Independent Board Chairman,lXzzQXZr,"American Federation of State, County and Municipal Employees Pension Plan"
2012,gg,THE BOEING COMPANY,BA,,0.125,0,Submit SERP to Shareholder Vote,Submit SERP to Shareholder Vote,MW6wVwER,
2012,soc,THE BOEING COMPANY,BA,SRI fund,0.125,0,Political Contributions Disclosure,Report on Political Contributions,NWV1gKpz,Newground Social Investment
2012,gg,BRISTOL-MYERS SQUIBB COMPANY,BMY,Individual,0.1,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,6KX3436n,"Steiner, Kenneth"
2012,env,BRISTOL-MYERS SQUIBB COMPANY,BMY,Special Interest,0.1,0,Animal Testing,Report on Research Animal Care and Promotion of Testing Alternatives,50nEDxjY,People for the Ethical Treatment of Animals
2012,gg,CABOT OIL & GAS CORPORATION,COG,fund,0.143,0,Link Executive Pay to Social Criteria,Include Sustainability as a Performance Measure for Senior Executive Compensation,w7lgEoBr,Amalgamated Bank LongView LargeCap 500 Index Fund
2012,env,CABOT OIL & GAS CORPORATION,COG,fund,0.857,1,Report on Sustainability,Provide Sustainability Report,xLRxWXOz,Miller Howard Investments
2012,soc,PEABODY ENERGY CORPORATION,BTU,union,0.125,0,Political Contributions Disclosure,Report on Lobbying Payments and Policy,kXGMkKkY,AFL-CIO
2012,gg,GENERAL DYNAMICS CORPORATION,GD,other,0.111,0,Require Independent Board Chairman,Require Independent Board Chairman,8Wkk8WQ3,Unknown
2012,soc,GENERAL DYNAMICS CORPORATION,GD,religious,0.889,1,Improve Human Rights Standards or Policies,Review and Assess Human Rights Policies,7VJ0Llxy,Mercy Investment Services
2012,gg,HESS CORPORATION,HES,public pension,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,gM5qmy5G,North Carolina Department of State Treasurer
2012,soc,"TECO ENERGY, INC.",TE,public pension,0.0,0,Adopt Sexual Orientation Anti-bias Policy,Amend EEO Policy to Prohibit Discrimination Based on Sexual Orientation and Gender Identity,j6EwL4ZR,New York City Pension Funds
2012,gg,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",EXPD,,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,4V55mWQ2,Mr. John Chevedden
2012,gg,"PEPSICO, INC.",PEP,Individual,0.111,0,Require Independent Board Chairman,Require Independent Board Chairman,m8AAR02O,"Steiner, Kenneth"
2012,soc,"PEPSICO, INC.",PEP,public pension,0.111,0,Political Contributions Disclosure,Report on Lobbying Payments and Policy,kXGMkKvr,New York State Common Retirement Fund
2012,env,"PEPSICO, INC.",PEP,Special Interest,0.111,0,Establish Other Governance Board Committee,Establish Risk Oversight Committee,lEOBmZ96,Corporate Accountability International
2012,soc,DTE ENERGY COMPANY,DTE,public pension,0.0,0,Political Contributions Disclosure,Report on Political Contributions,NWV1g196,New York City Pension Funds
2012,env,DUKE ENERGY CORPORATION,DUK,Special Interest,0.125,0,Renewable Energy,Report on Financial Risks of Coal Reliance,GWBODKAQ,As You Sow Foundation
2012,gg,"BEMIS COMPANY, INC.",BMS,public pension,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,LWgp3WOv,North Carolina Department of State Treasurer
2012,env,DTE ENERGY COMPANY,DTE,public pension,0.0,0,GHG Emissions,Adopt Quantitative Goals for GHG and Other Air Emissions,O632mZpY,New York State Common Retirement Fund
2012,gg,KANSAS CITY SOUTHERN,KSU,Individual,1.0,0,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement,mN2GGlA9,"McRitchie, Jim"
2012,gg,KANSAS CITY SOUTHERN,KSU,Individual,0.0,0,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement,gjyjrLyk,"McRitchie, Jim"
2012,soc,VALERO ENERGY CORPORATION,VLO,other,0.125,0,Political Contributions Disclosure,Report on Political Contributions,EWJQEXyK,Nathan Cummings Foundation
2012,soc,VALERO ENERGY CORPORATION,VLO,union,0.875,1,Facility Safety,Report on Accident Risk Reduction Efforts,GWj2pQW0,AFL-CIO
2012,soc,"UNITED PARCEL SERVICE, INC.",UPS,SRI fund,0.111,0,Political Contributions Disclosure,Report on Lobbying Contributions and Expenses,Wo5BrW84,Walden Asset Management
2012,gg,SCANA CORPORATION,SCG,,0.833,0,Declassify the Board of Directors,Declassify the Board of Directors,j62wpNyW,North Carolina State Treasurer
2012,soc,ECOLAB INC.,ECL,SRI fund,0.0,0,Political Contributions Disclosure,Adopt Proxy Statement Reporting on Political Contributions and Advisory Vote,kXGMkjvN,Northstar Asset Management
2012,gg,NATIONAL HEALTHCARE CORPORATION,NHC,,1.0,1,Declassify the Board of Directors,Declassify the Board of Directors,y284LYv6,"Firefighters' Pension System of the City of Kansas City,Missouri,Trust"
2012,gg,EASTMAN CHEMICAL COMPANY,EMN,other,0.0,-1,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,vLlPrNL5,Unknown
2012,gg,VERIZON COMMUNICATIONS INC.,VZ,,0.091,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,kX8AN4gK,William Steiner
2012,gg,DUKE ENERGY CORPORATION,DUK,union,0.875,1,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,JWqlN9KJ,United Brotherhood of Carpenters Pension Fund
2012,gg,STERLING BANCORP/NY,STL,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,n7BBQB34,"Steiner, Kenneth"
2012,soc,VERIZON COMMUNICATIONS INC.,VZ,Individual,0.0,0,Disclose Prior Government Service,Disclose Prior Government Service,9Yq3OyjZ,"Davis, Evelyn Y."
2012,soc,REYNOLDS AMERICAN INC.,RAI,religious,0.0,0,Establish Other Governance Board Committee,Establish Ethics Committee to Review Marketing Activities,mNwDnvXn,Capuchin Province of St. Joseph
2012,soc,VERIZON COMMUNICATIONS INC.,VZ,SRI fund,0.0,0,"Data Security, Privacy, and Internet Issues",Commit to Wireless Network Neutrality,lEkXnAOJ,Trillium Asset Management
2012,soc,VERIZON COMMUNICATIONS INC.,VZ,public pension,0.091,0,Political Contributions Disclosure,Report on Lobbying Payments and Policy,0D53NAvL,"American Federation of State, County and Municipal Employees Pension Plan"
2012,gg,VERIZON COMMUNICATIONS INC.,VZ,,0.091,0,Performance-Based and/or Time-Based Equity Awards,Performance-Based and/or Time-Based Equity Awards,gMPG9Mjj,The Association of BellTel Retirees Inc.
2012,soc,"THE GEO GROUP, INC.",GEO,religious,0.0,0,Improve Human Rights Standards or Policies,Review and Assess Human Rights Policies,137NWwyj,Mercy Investment Services
2012,soc,MYLAN N.V.,MYL,other,0.0,0,Political Contributions Disclosure,Report on Political Contributions,2DjJm95P,Nathan Cummings Foundation
2012,gg,"RYDER SYSTEM, INC.",R,public pension,0.143,-1,Declassify the Board of Directors,Declassify the Board of Directors,qLjEzAV0,North Carolina Department of State Treasurer
2012,gg,BARNES GROUP INC.,B,,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,MNMMDXMA,Gerald Armstrong
2012,soc,"THE GEO GROUP, INC.",GEO,religious,0.0,0,Political Contributions Disclosure,Report on Lobbying Payments and Policy,2DjJPoXj,Capuchin Province of St. Joseph
